Rancho Sort	GARD Disease Title	GARD Disease ID	Rancho Disease Comment	Rancho Disease Status	oopd Vlookup	Metamap Text1	Metamap Term1	Metamap Name1	Metamap Type1	Designation	Neo4j Resolve1	Neo4j Resolve2	Neo4j Resolve3	Generic Name	Trade Name	Designation Date	Designation	Orphan Drug Status	FDA Approval Status	Approved Indication	Marketing Approval Date	Exclusivity End Date	Contact Company	Contact Address 1	Contact Address 2	Contact City	Contact State	Contact Zip	Contact Country	CF Grid Key
2117	hypercalcemia in malignancy		MISSING		2296	in malignancy	C0006826	Malignant Neoplasms	neop	Treatment of hypercalcemia in malignancy	DENOSUMAB|XGEVA	CLODRONATE DISODIUM|DISODIUM CLODRONATE	"ZOLEDRONIC ACID ANHYDROUS|ZOLEDRONATE|ZOMETA, ZABEL"	denosumab	Xgeva	41528	Treatment of hypercalcemia in malignancy	Designated/Approved	Approved for Orphan Indication	To treat hypercalcemia of malignancy refractory to biphosphonate therapy.	 12/05/2014 	 12/05/2021	"Amgen, Inc."	One Amgen Center Drive	MS 17-2-C	Thousand Oaks	California	91320	USA	404213
667	hypercalcemia in malignancy		MISSING		5167	of malignancy	C0006826	Malignant Neoplasms	neop	Treatment of hypercalcemia of malignancy inadequately managed by dietary modification and/or oral hydration.	ETIDRONATE DISODIUM|DIDRONEL			Etidronate disodium	Didronel	31492	Treatment of hypercalcemia of malignancy inadequately managed by dietary modification and/or oral hydration.	Designated/Approved	Approved for Orphan Indication		 04/21/1987 	 04/21/1994	"MGI Pharma, Inc."	5775 West Old Shakopee Rd.	Suite 100	Bloomington	Minnesota	55437	USA	12185
1751	hypercalcemia in malignancy		MISSING		4226	of tumor induced hypercalcemia.	C0027651	Neoplasms	neop	Treatment of tumor induced hypercalcemia.	"ZOLEDRONIC ACID ANHYDROUS|ZOLEDRONATE|ZOMETA, ZABEL"	FAMILIAL HYPOPHOSPHATEMIA|HEREDITARY TYPE I HYPOPHOSPHATEMIA (HPDR I)|HEREDITARY TYPE II HYPOPHOSPHATEMIA (HPDR II)|HYPOPHOSPHATEMIC D-RESISTANT RICKETS I|HYPOPHOSPHATEMIC D-RESISTANT RICKETS II|PHOSPHATE DIABETES|X-LINKED HYPOPHOSPHATEMIA (XLH)|X-LINKED VITAMIN D-RESISTANT RICKETS	MULTIPLE ENDOCRINE NEOPLASIA TYPE 2|MEN-2|MEN2 SYNDROME	Zoledronate	"Zometa, Zabel"	36756	Treatment of tumor induced hypercalcemia.	Designated/Approved	Approved for Orphan Indication	Treatment of hypercalcemia of malignancy.	 08/20/2001 	 08/20/2008	Novartis Pharmaceuticals Corp.	59 Route 10		East Hanover	New Jersey	7936	USA	130899
3391	Hypereosinophilic syndrome	2804			3742	of idiopathic hypereosinophilic syndrome	C0206141	Idiopathic Hypereosinophilic Syndrome	dsyn	Treatment of idiopathic hypereosinophilic syndrome including acute and chronic eosinophilic leukemia	Hypereosinophilic syndrome|GARD:0002804|IMATINIB MESYLATE|GLEEVEC|GARD:0002804	EOSINOPHILIC FASCIITIS|DIFFUSE EOSINOPHILIC FASCIITIS|SHULMAN SYNDROME		Imatinib mesylate	Gleevec	38589	Treatment of idiopathic hypereosinophilic syndrome including acute and chronic eosinophilic leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with hypereosinophic syndrome (HES) and/or chronic eosinophilic leukemia (CEL) who have the FIP1L1-PDGFRÿ}ÿ± fusion kinase (mutational analysis or FISH demonstration of CHIC2 allele deletion) and for patients with HES and/or CEL who are FIP1L1-PDGFRÿ}ÿ± fusion kinase negative or unknown	 10/19/2006 	 10/19/2013	Novartis Pharmaceuticals Corporation	One Health Plaza	Mail Code 105/1E870D	East Hanover	New Jersey	7936	USA	209005
2645	Hyperparathyroidism		MISSING		1596	of pediatric hyperparathyroidism	C0020502	Hyperparathyroidism	dsyn	Treatment of pediatric hyperparathyroidism	ETELCALCETIDE	PARICALCITOL|ZEMPLAR	CINACALCET|SENSIPAR	paricalcitol	Zemplar	42304	Treatment of pediatric hyperparathyroidism	Designated/Approved	Approved for Orphan Indication	Indicated in adults and pediatric patients 10 years of age and older for the prevention and treatment of secondary hyperparathyroidism associated with Chronic kidney disease (CKD) Stages 3 and 4 and CKD Stage 5 in patients on hemodialysis or peritoneal dialysis	 10/18/2016 	 10/18/2023	"Abbvie, inc."	1 North Waukegan Road		North Chicago	Illinois	60064	USA	492815
444	Hyperphosphatemia (disorder)		MISSING		5025	of hyperphosphatemia	C0085681	Hyperphosphatemia (disorder)	dsyn	Treatment of hyperphosphatemia in end stage renal failure.	CALCIUM ACETATE|PHOS-LO	MEDULLARY SPONGE KIDNEY|CACCHI-RICCI DISEASE|CYSTIC DILATATION OF RENAL COLLECTING TUBES|PRECALYCEAL CANALICULAR ECTASIA|SPONGE KIDNEY|TUBULAR ECTASIA		Calcium acetate	Phos-Lo	32499	Treatment of hyperphosphatemia in end stage renal failure.	Designated/Approved	Approved for Orphan Indication		 12/10/1990 	 12/10/1997	Fresenius Medical Care North America	920 Winter Street		Waltham	Massachusetts	2451	USA	31588
2651	Hyperuricemia		MISSING	Not a disease	4196	of hyperuricemia	C0740394	Hyperuricemia	dsyn	To control the clinical consequences of hyperuricemia in patients with severe gout in whom conventional therapy is contraindicated or has been ineffective.	PEGLOTICASE|KRYSTEXXA			pegloticase	Krystexxa	36943	To control the clinical consequences of hyperuricemia in patients with severe gout in whom conventional therapy is contraindicated or has been ineffective.	Designated/Approved	Approved for Orphan Indication	Treatment of chronic gout in adult patients refractory to conventional treatment	 09/14/2010 	 09/14/2017	"Horizon Pharma Rheumatology, LLC"	150 S. Saunders RoadDrive	Suite 400	Lake Forest	Illinois	60045	USA	135600
2744	Hyperuricemia		MISSING		4213	chemotherapy-induced hyperuricemia.	C0740394	Hyperuricemia	dsyn	Treatment of malignancy-associated or chemotherapy-induced hyperuricemia.	RASBURICASE|ELITEK			rasburicase	Elitek	36810	Treatment of malignancy-associated or chemotherapy-induced hyperuricemia.	Designated/Approved	Approved for Orphan Indication	"Initial management of plasma uric acid levels in pediatric patients with leukemia,lymphoma, and solid tumor malignancies who are receiving anti-cancer therapy expected to result in tumor lysis and subsequent elevation of plasma uric acid."	 07/12/2002 	 07/12/2009	Sanofi-Synthelabo Research	9 Great Valley Parkway		Malvern	Pennsylvania	19355	USA	131499
1013	"Hypogonadism, isolated, hypogonadotropic"	2897	done		4612	due to hypogonadotropic hypogonadism.	C0022735	Klinefelter Syndrome	dsyn	For use in association with recombinant human follicle stimulating hormone for the treatment of women with chronic anovulation due to hypogonadotropic hypogonadism.	"Hypogonadism, isolated, hypogonadotropic|GARD:0002897|LUTROPIN ALFA|RECOMBINANT HUMAN LUTEINIZING HORMONE|LUVERIS|GARD:0002897"			Recombinant human luteinizing hormone	Luveris	34614	For use in association with recombinant human follicle stimulating hormone for the treatment of women with chronic anovulation due to hypogonadotropic hypogonadism.	Designated/Approved	Approved for Orphan Indication	"Luveris (lutropin alfa for injection), concomitantly administered with Gonal-f (follitropin alfa for injection), is indicated for stimulation of follicular development in infertile hypogonadotropic hypogonadal women with profound LH deficiency (LH (less than) 1.2 IU/L)."	 10/08/2004 	 10/08/2011	"EMD Serono, Inc."	One Technology Place		Rockland	Massachusetts	2370	USA	80292
707	"Hypogonadism, isolated, hypogonadotropic"	2897	approximate		4359	due to primary testicular failure.	C1384582	Primary testicular failure	dsyn	"For the initiation and re-initiation of spermatogenesis in adult males with reproductive failure due to hypothalamic or pituitary dysfunction, hypogonadotropic hypogonadism. AMENDED indication 6/27/00: For the induction of spermatogenesis in men with primary and secondary hypogonadotropic hypogonadism in whom the cause of infertility is not due to primary testicular failure."				"Follitropin alfa, recombinant"	Gonal-F	36150	"For the initiation and re-initiation of spermatogenesis in adult males with reproductive failure due to hypothalamic or pituitary dysfunction, hypogonadotropic hypogonadism. AMENDED indication 6/27/00: For the induction of spermatogenesis in men with primary and secondary hypogonadotropic hypogonadism in whom the cause of infertility is not due to primary testicular failure."	Designated/Approved	Approved for Orphan Indication	For the induction of spermatogenesis in men with primary and secondary hypogonadotropic hypogonadism in whom the cause of infertility is not due to primary testicular failure.	 05/24/2000 	 05/24/2007	"EMD Serono, Inc."	One Technology Place		Rockland	Massachusetts	2370	USA	119398
4486	Hypoparathyroidism	6733			3465	of hypoparathyroidism	C0020626	Hypoparathyroidism	dsyn	Treatment of hypoparathyroidism	HYPOPARATHYROIDISM|DOID:11199|MESH:D007011	IATROGENIC HYPOPARATHYROIDISM|CL514662|NCIT:C131856|NCI:C131856	Hypoparathyroidism|GARD:0006733|TERIPARATIDE|FORTEO|GARD:0006733	parathyroid hormone	Natpara	39325	Treatment of hypoparathyroidism	Designated/Approved	Approved for Orphan Indication	An adjunct to calcium and vitamin D to control hypocalcemia in patients with hypoparathyroidism	 01/23/2015 	 01/23/2022	"Shire-NPS Pharmaceuticals, Inc."	300 Shire Way		Lexington	Massachusetts	2421	USA	246707
4483	Hypoparathyroidism	6733			5145	to	C0041260	Tryptophanase	aapp	Diagnostic agent to assist in establishing the diagnosis in patients presenting with clinical and laboratory evidence of hypocalcemia due to either hypoparathyroidism or pseudohypoparathyroidism.	Pseudohypoparathyroidism|GARD:0007860|TERIPARATIDE|PARATHAR|GARD:0007860	Pseudohypoparathyroidism|GARD:0010758|TERIPARATIDE|PARATHAR|GARD:0010758	Hypoparathyroidism|GARD:0006733|TERIPARATIDE|PARATHAR|GARD:0006733	Teriparatide	Parathar	31786	Diagnostic agent to assist in establishing the diagnosis in patients presenting with clinical and laboratory evidence of hypocalcemia due to either hypoparathyroidism or pseudohypoparathyroidism.	Designated/Approved	Approved for Orphan Indication		 12/23/1987 	 12/23/1994	"Rhone-Poulenc Rorer Pharmaceuticals, Inc."	500 Arcola Road		Collegeville	Pennsylvania	19426	USA	14486
4489	Hypophosphatasia	6734			3298	of hypophosphatasia	C0020630	Hypophosphatasia	dsyn	Treatment of hypophosphatasia	HYPOPHOSPHATASIA|DOID:14213|MESH:D007014	Hypophosphatasia|GARD:0006734|RECOMBINANT HUMAN ALKALINE PHOSPHATASE|GARD:0006734	Hypophosphatasia|GARD:0006734|ASFOTASE ALFA|STRENSIQ|GARD:0006734	Asfotase alfa	Strensiq	39703	Treatment of hypophosphatasia	Designated/Approved	Approved for Orphan Indication	For the treatment of patients with perinatal/infantile-and juvenile-onset hypophosphatasia (HPP)	 10/23/2015 	 10/23/2022	"Alexion Pharmaceuticals, Inc."	100 College St.		New Haven	Connecticut	6510	USA	266608
754	Hypothalamic dysfunction	2932	approximate		5135	with hypothalamic amenorrhea	C0341862	Hypothalamic amenorrhea	dsyn	For induction of ovulation in women with hypothalamic amenorrhea due to a deficiency or absence in the quantity or pulse pattern of endogenous GnRH secretion.	Hypothalamic dysfunction|GARD:0002932|GONADORELIN ACETATE|LUTREPULSE|GARD:0002932			Gonadorelin acetate	Lutrepulse	31889	For induction of ovulation in women with hypothalamic amenorrhea due to a deficiency or absence in the quantity or pulse pattern of endogenous GnRH secretion.	Designated/Approved	Approved for Orphan Indication		 10/10/1989 	 10/10/1996	"Ferring Laboratories, Inc."	"400 Rella Boulevard, Suite 201"		Suffern	New York	10901	USA	17086
5532	Idiopathic pulmonary fibrosis	8609			2027	of idiopathic pulmonary fibrosis	C0085786	Hamman-Rich syndrome	dsyn	Treatment of idiopathic pulmonary fibrosis	IDIOPATHIC PULMONARY FIBROSIS|DOID:50156|MESH:D054990	Idiopathic pulmonary fibrosis|GARD:0008609|TIPELUKAST|GARD:0008609	Idiopathic pulmonary fibrosis|GARD:0008609|CARLUMAB|GARD:0008609	pirfenidone	Esbriet	38051	Treatment of idiopathic pulmonary fibrosis	Designated/Approved	Approved for Orphan Indication	Treatment of idiopathic pulmonary fibrosis	 10/15/2014 	 10/15/2021	Genentech	1 DNA Way		South San Francisco	California	94080	USA	177903
5535	Idiopathic pulmonary fibrosis	8609			2756	with idiopathic pulmonary fibrosis.	C0085786	Hamman-Rich syndrome	dsyn	Treatment of patients with idiopathic pulmonary fibrosis.	Idiopathic pulmonary fibrosis|GARD:0008609|NINTEDANIB|OFEV|GARD:0008609	"IDIOPATHIC PULMONARY FIBROSIS|FIBROSING ALVEOLITIS, CRYPTOGENIC|FAMILIAL IDIOPATHIC PULMONARY FIBROSIS|FIBROCYSTIC PULMONARY DYSPLASIA|FIBROSING ALVEOLITIS|GARD:0008609|OMIM:178500"	FIBROSING MEDIASTINITIS|MEDIASTINAL FIBROSIS|SCLEROSING MEDIASTINITIS|FM	nintedanib	Ofev	40723	Treatment of patients with idiopathic pulmonary fibrosis.	Designated/Approved	Approved for Orphan Indication	Treatment of idiopathic pulmonary fibrosis	 10/15/2014 	 10/15/2021	"Boehringer Ingelheim Pharmaceuticals, Inc."	900 Ridgebury Rd.	PO Box 368	Ridgefield	Connecticut	6877	USA	344511
2189	Idiopathic thrombocytopenic purpura	5194	done		3361	of idiopathic thrombocytopenia purpura	C0398650	Immune thrombocytopenic purpura	dsyn	Treatment of idiopathic thrombocytopenia purpura	Idiopathic thrombocytopenic purpura|GARD:0005194|ELTROMBOPAG|PROMACTA|GARD:0005194	"IMMUNE THROMBOCYTOPENIC PURPURA (DISORDER)|THROMBOCYTOPENIC PURPURA, IMMUNE|CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA|DOID:8924|MESH:D016553"	Idiopathic thrombocytopenic purpura|GARD:0005194|IVIG|IMMUNE GLOBULIN INTRAVEOUS (HUMAN)|GAMMAPLEX|GARD:0005194	eltrombopag	Promacta	39573	Treatment of idiopathic thrombocytopenia purpura	Designated/Approved	Approved for Orphan Indication	"Treatment of thrombocytopenia in patients with chronic immune (idiopathic) thrombocytopenic purpura who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy"	 11/20/2008 	 11/20/2015	Novartis Pharmaceuticals Corp.	One Health Plaza		East Hanover	New Jersey	7936	USA	251907
3527	Idiopathic thrombocytopenic purpura	5194			2785	of idiopathic thrombocytopenic purpura	C0398650	Immune thrombocytopenic purpura	dsyn	Treatment of idiopathic thrombocytopenic purpura (also known as primary immune thrombocytopenia)	Idiopathic thrombocytopenic purpura|GARD:0005194|IVIG|IMMUNE GLOBULIN INTRAVEOUS (HUMAN)|GAMMAPLEX|GARD:0005194	Immune thrombocytopenia|GARD:0006768|IVIG|IMMUNE GLOBULIN INTRAVEOUS (HUMAN)|GAMMAPLEX|GARD:0006768	WAS RELATED DISORDERS|WAS|WISKOTT ALDRICH SYNDROME|X-LINKED CONGENITAL NEUTROPENIA|X-LINKED THROMBOCYTOPENIA	immune globulin intraveous (human)	Gammaplex	40662	Treatment of idiopathic thrombocytopenic purpura (also known as primary immune thrombocytopenia)	Designated/Approved	Approved for Orphan Indication	Idiopathic thrombocytopenic purpura	 03/08/2013 	 N/A	Bio Products Laboratory	Dagger Lane	"Hertfordshire, WD3BX,"	England			United Kingdom	335211
295	Idiopathic thrombocytopenic purpura	5194	done		2723	of idiopathic thrombocytopenic purpura	C0398650	Immune thrombocytopenic purpura	dsyn	Treatment of idiopathic thrombocytopenic purpura	Idiopathic thrombocytopenic purpura|GARD:0005194|VALZIFLOCEPT|RECOMBINANT HUMAN SOLUBLE FC-GAMMA RECEPTOR IIB|GARD:0005194	"IMMUNE THROMBOCYTOPENIC PURPURA (DISORDER)|THROMBOCYTOPENIC PURPURA, IMMUNE|CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA|DOID:8924|MESH:D016553"	Idiopathic thrombocytopenic purpura|GARD:0005194|GMA-161|HUMANIZED ANTI-HUMAN CD16 MONOCLONAL ANTIBODY|GARD:0005194	avatrombopag maleate	n/a	40787	Treatment of idiopathic thrombocytopenic purpura	Designated/Approved	Approved for Orphan Indication	DOPTELET is indicated for the treatment of thrombocytopenia in adult patients with chronic immune thrombocytopenia who have had an insufficient response to a previous treatment	 06/26/2019 	 06/26/2026	"Dova Pharmaceuticals, Inc."	240 Leigh Farm Road	Suite 245	Durham	North Carolina	27707	USA	325110
2256	Idiopathic thrombocytopenic purpura	5194	approximate		1646	of immune thrombocytopenic purpura	C0398650	Immune thrombocytopenic purpura	dsyn	Treatment of immune thrombocytopenic purpura	"IMMUNE THROMBOCYTOPENIC PURPURA (DISORDER)|THROMBOCYTOPENIC PURPURA, IMMUNE|CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA|DOID:8924|MESH:D016553"	Idiopathic thrombocytopenic purpura|GARD:0005194|HUMAN RHO(D) IMMUNE GLOBULIN|RHO (D) IMMUNE GLOBULIN INTRAVENOUS (HUMAN)|WINRHO|WINRHO SD|GARD:0005194	Idiopathic thrombocytopenic purpura|GARD:0005194|ROMIPLOSTIM|NPLATE|GARD:0005194	fostamatinib disodium hexahydrate	n/a	42241	Treatment of immune thrombocytopenic purpura	Designated/Approved	Approved for Orphan Indication	TAVALISSE is indicated for the treatment of thrombocytopenia in adult patients with chronic immune thrombocytopenia (ITP) who have had an insufficient response to a previous treatment.	 04/17/2018 	 04/17/2025	"Rigel Pharmaceuticals, Inc."	1180 Veterans Boulevard		South San Francisco	California	94080	USA	487715
2817	Idiopathic thrombocytopenic purpura	5194	approximate		4033	of immune thrombocytopenic purpura	C0398650	Immune thrombocytopenic purpura	dsyn	Treatment of immune thrombocytopenic purpura	"IMMUNE THROMBOCYTOPENIC PURPURA (DISORDER)|THROMBOCYTOPENIC PURPURA, IMMUNE|CHRONIC IMMUNE (IDIOPATHIC) THROMBOCYTOPENIC PURPURA|DOID:8924|MESH:D016553"	Idiopathic thrombocytopenic purpura|GARD:0005194|HUMAN RHO(D) IMMUNE GLOBULIN|RHO (D) IMMUNE GLOBULIN INTRAVENOUS (HUMAN)|WINRHO|WINRHO SD|GARD:0005194	Idiopathic thrombocytopenic purpura|GARD:0005194|ROMIPLOSTIM|NPLATE|GARD:0005194	romiplostim	Nplate	37707	Treatment of immune thrombocytopenic purpura	Designated/Approved	Approved for Orphan Indication	"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy."	 12/14/2018 	 12/14/2025	"Amgen, Inc."	One Amgen Center Drive	Mail Stop: 27-2-D	Thousand Oaks	California	91320	USA	165402
