Year	Trademark	Generic Name	UNII	Date [text]	App Type	NDA/BLA No.	Sponsor	Ref		
2010	Ampyra	Dalfampridine	BH3B64OKL9	01-22-10	NDA	22-250		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22250		
2010	Victoza	Liraglutide	839I73S42A	01-25-10	NDA	22-341		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22341		
2010	Vpriv	Velaglucerase Alfa	23HYE36B0I	02-26-10	NDA	22-575		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22575		
2010	Carbaglu	Carglumic acid	5L0HB4V1EW	03-18-10	NDA	22-562		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22562		
2010	Asclera	Polidocanol	0AWH8BFG9A	03-30-10	NDA	21-201		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21201		
2010	Natazia	Dienogest	46M3EV8HHE	05-06-10	NDA	22-252		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22252		
2010	Natazia	Estradiol Valerate	OKG364O896	05-06-10	NDA	22-252		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22252		
2010	Jevtana	Cabazitaxel	51F690397J	06-17-10	NDA	201-023		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201023		
2010	Lastacaft	Alcaftadine	7Z8O94ECSX	07-28-10	NDA	22-134		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22134		
2010	Ella	Ulipristal acetate	YF7V70N02B	08-13-10	NDA	22-474		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22474		
2010	Gilenya	Fingolimod	3QN8BYN5QF	09-21-10	NDA	22-527		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22527		
2010	Pradaxa	Dabigatran etexilate mesylate	SC7NUW5IIT	10-19-10	NDA	22-512		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22512		
2010	Latuda	Lurasidone hydrochloride	O0P4I5851I	10-28-10	NDA	200-603		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200603		
2010	Teflaro	Ceftaroline fosamil	7P6FQA5D21	10-29-10	NDA	200-327		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200327		
2010	Egrifta	Tesamorelin	MQG94M5EEO	11-10-10	NDA	22-505		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22505		
2010	Halaven	Eribulin mesylate	AV9U0660CW	11-15-10	NDA	201-532		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201532		
2010	SUCRAID	SACROSIDASE	8A7F670F2Y	12-09-10	NDA	20-772		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20772		
2010	Lumizyne	Alglucosidase alfa (2000L)	DTI67O9503	05-24-10	BLA	125-291		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125291		
2010	Xiaflex	Clostridial collagenase	9X7O8V25IT	02-02-10	BLA	125-338		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125338		
2010	Prolia	Denosumab	4EQZ6YO2HI	06-01-10	BLA	125-320		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125320		
2010	Xeomin	Incobotulinumtoxin A	E211KPY694	07-30-10	BLA	125-360		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125360		
2010	Krystexxa	Pegloticase	R581OT55EA	09-14-10	BLA	125-293		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125293		
2010	Actemra	Tocilzumab	I031V2H011	01-08-10	BLA	125-276		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125276		
2011	DATSCAN	IOFLUPANE I-123	3MM99T8R5Q	01-14-11	NDA	22-454		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22454		
2011	Natroba	Spinosad	XPA88EAP6V	01-18-11	NDA	22-408		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22408		
2011	Viibryd	Vilazodone	S239O2OOV3	01-21-11	NDA	22-567		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22567		
2011	Edarbi	Azilsartan medoxomil	LL0G25K7I2	02-25-11	NDA	200-796		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200796		
2011	DALIRESP	ROFLUMILAST	0P6C6ZOP5U	02-28-11	NDA	22-522		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22522		
2011	GADAVIST	gadobutrol	1BJ477IO2L	03-14-11	NDA	201-277		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201277		
2011	HORIZANT	GABAPENTIN	75OCL1SPBQ	04-06-11	NDA	22-399		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22399		
2011	Caprelsa	Vandetanib	YO460OQ37K	04-06-11	NDA	22-405		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22405		
2011	Zytiga	Abiraterone Acetate	EM5OCB9YJ6	04-28-11	NDA	202-379		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202379		
2011	Tradjenta	Linagliptin	3X29ZEJ4R2	05-02-11	NDA	201-280		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201280		
2011	Victrelis	Boceprevir	89BT58KELH	05-13-11	NDA	202-258		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202258		
2011	Edurant	Rilpivirine	FI96A8X663	05-20-11	NDA	202-022		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202022		
2011	Incivek	Telaprevir	655M5O3W0U	05-23-11	NDA	201-917		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201917		
2011	Dificid	Fidaxomicin	Z5N076G8YQ	05-27-11	NDA	201-699		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201699		
2011	Potiga	Ezogabine	12G01I6BBU	06-10-11	NDA	22-345		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22345		
2011	ARCAPTA NEOHALER	INDACATEROL	2JEC1ITX7R	07-01-11	NDA	22-383		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22383		
2011	Xarelto	Rivaroxaban	9NDF7JZ4M3	07-01-11	NDA	22-406		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22406		
2011	Brilinta	Ticagrelor	GLH0314RVC	07-20-11	NDA	22-433		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22433		
2011	Zelboraf	Vemurafenib	207SMY3FQT	08-17-11	NDA	202-429		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202429		
2011	Firazyr	Icatibant	7PG89G35Q7	08-25-11	NDA	22-150		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22150		
2011	Xalkori	Crizotinib	53AH36668S	08-26-11	NDA	202-570		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202570		
2011	Ferriprox	Deferiprone	2BTY8KH53L	10-14-11	NDA	21-825		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21825		
2011	Onfi	Clobazam	2MRO291B4U	10-21-11	NDA	202-067		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202067		
2011	Jakafi	Ruxolitinib	82S8X8XX8H	11-16-11	NDA	202-192		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202192		
2011	Eylea	Aflibercept	15C2VL427D	11-18-11	BLA	125-387		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125387		
2011	Nulojix	Belatacept	E3B2GI648A	06-15-11	BLA	125-288		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125288		
2011	Benlysta	Belimumab	73B0K5S26A	03-09-11	BLA	125-370		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125370		
2011	Adcetris	Brentuximab vedotin	7XL5ISS668	08-19-11	BLA	125-388		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125388		
2011	Erwinaze	Erwinia L-asparaginase	D733ET3F9O	11-18-11	BLA	125-359		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125359		
2011	Arcapta	Indacaterol	8OR09251MQ	07-01-11	NDA	22-383		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22383		
2011	Yervoy	Ipilimumab	6T8C155666	03-25-11	BLA	125-377		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125377		
2011	Daliresp	Roflumilast	0P6C6ZOP5U	02-28-11	NDA	22-522		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=2222 		
2012	PICATO	INGENOL MEBUTATE	7686S50JAH	01-23-12	NDA	202-833		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202833		
2012	INLYTA	AXITINIB	C9LVQ0YUXG	01-27-12	NDA	202-324		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202324		
2012	ERIVEDGE	VISMODEGIB	25X868M3DS	01-30-12	NDA	203-388		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203388		
2012	KALYDECO	IVACAFTOR	1Y740ILL1Z	01-31-12	NDA	203-188		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203188		
2012	ZIOPTAN	tafluprost	1O6WQ6T7G3	02-10-12	NDA	202-514		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202514		
2012	SURFAXIN	lucinactant	040X3AX99T	03-06-12	NDA	21-746		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21746		
2012	OMONTYS	peginesatide acetate	44STI720CW	03-27-12	NDA	202-799		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202799		
2012	AMYVID	FLORBETAPIR F-18	6W15Z5R0RU	04-06-12	NDA	202-008		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202008		
2012	STENDRA	AVANAFIL	DR5S136IVO	04-27-12	NDA	202-276		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202276		
2012	ELELYSO	TALIGLUCERASE ALFA	0R4NLX88O4	05-01-12	NDA	22-458		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22458		
2012	BELVIQ	LORCASERIN	REV26SR2B4	06-27-12	NDA	22-529		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22529		
2012	MYRBETRIQ	MIRABEGRON	MVR3JL3B2V	06-28-12	NDA	202-611		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202611		
2012	PREPOPIK	citric acid; magnesium oxide; sodium picosulfate	LR57574HN8	07-16-12	NDA	202-535		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202535		
2012	KYPROLIS	CARFILZOMIB	72X6E3J5AR	07-20-12	NDA	202-714		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202714		
2012	TUDORZA PRESSAIR	ACLIDINIUM	UQW7UF9N91	07-23-12	NDA	202-450		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202450		
2012	Stribild	cobicistat	LW2E03M5PG	08-27-12	NDA	203-100		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203100		
2012	Stribild	elvitegravir	4GDQ854U53	08-27-12	NDA	203-100		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203100		
2012	LINZESS	LINACLOTIDE	N0TXR0XR5X	08-30-12	NDA	202-811		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202811		
2012	XTANDI	ENZALUTAMIDE	93T0T9GKNU	08-31-12	NDA	203-415		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203415		
2012	BOSULIF	BOSUTINIB	5018V4AEZ0	09-04-12	NDA	203-341		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203341		
2012	CHOLINE C-11	CHOLINE C-11	M4AS4XGD4Q	09-12-12	NDA	203-155		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203155		
2012	AUBAGIO	TERIFLUNOMIDE	1C058IKG3B	09-12-12	NDA	202-992		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202992		
2012	STIVARGA	REGORAFENIB	MGN125FS9D	09-27-12	NDA	203-085		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203085		
2012	FYCOMPA	PERAMPANEL	H821664NPK	10-22-12	NDA	202-834		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202834		
2012	SYNRIBO	omacetaxine mepesuccinate	6FG8041S5B	10-26-12	NDA	203-585		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203585		
2012	XELJANZ	TOFACITINIB	O1FF4DIV0D	11-06-12	NDA	203-214		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203214		
2012	COMETRIQ	cabozantinib s-malate 	DR7ST46X58	11-29-12	NDA	203-756		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203756		
2012	SIGNIFOR	PASIREOTIDE	I4P76SY3N4	12-14-12	NDA	200-677		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200677		
2012	ICLUSIG	PONATINIB	96R6PU3D8J	12-14-12	NDA	203-469		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203469		
2012	JUXTAPID	LOMITAPIDE	82KUB0583F	12-21-12	NDA	203-858		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203858		
2012	GATTEX KIT	teduglutide recombinant	7M19191IKG	12-21-12	NDA	203-441		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203441		
2012	ELIQUIS	APIXABAN	3Z9Y7UWC1J	12-28-12	NDA	202-155		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202155		
2012	SIRTURO	BEDAQUILINE	P04QX2C1A5	12-28-12	NDA	204-384		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204384		
2012	FULYZAQ	CROFELEMER	PY79D6C8RX	12-31-12	NDA	202-292		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202292		
2013	NESINA	ALOGLIPTIN	EEN99869SC	01-25-13	NDA	22-271		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22271		
2013	KYNAMRO	MIPOMERSEN	18EAY4870E	01-29-13	NDA	203-568		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203568		
2013	POMALYST	POMALIDOMIDE	D2UX06XLB5	02-08-13	NDA	204-026		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204026		
2013	OSPHENA	OSPEMIFENE	B0P231ILBK	02-26-13	NDA	203-505		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203505		
2013	LYMPHOSEEK KIT	technetium Tc-99m tilmanocept	8IHI69PQTC	03-13-13	NDA	202-207		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202207		
2013	DOTAREM	gadoterate meglumine	L0ND3981AG	03-20-13	NDA	204-781		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204781		
2013	TECFIDERA	MONOMETHYL FUMARATE	FO2303MNI2	03-27-13	NDA	204-063		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204063		
2013	INVOKANA	CANAGLIFLOZIN ANHYDROUS	0SAC974Z85	03-29-13	NDA	204-042		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204042		
2013	BREO ELLIPTA	fluticasone furoate	JS86977WNV	05-10-13	NDA	204-275		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204275		
2013	BREO ELLIPTA	vilanterol trifenatate	40AHO2C6DG	05-10-13	NDA	204-275		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204275		
2013	XOFIGO	RADIUM RA-223 CATION	RJ00KV3VTG	05-15-13	NDA	203-971		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203971		
2013	TAFINLAR	dabrafenib mesylate	B6DC89I63E	05-29-13	NDA	202-806		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202806		
2013	MEKINIST	trametinib dimethyl sulfoxide	BSB9VJ5TUT	05-29-13	NDA	204-114		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204114		
2013	GILOTRIF	afatinib dimaleate	V1T5K7RZ0B	07-12-13	NDA	201-292		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201292		
2013	TIVICAY	dolutegravir sodium	1Q1V9V5WYQ	08-12-13	NDA	204-790		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204790		
2013	TRINTELLIX	vortioxetine hydrobromide	TKS641KOAY	09-30-13	NDA	204-447		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204447		
2013	DUAVEE	bazedoxifene acetate	J70472UD3D	10-03-13	NDA	22-247		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22247		
2013	DUAVEE	"strogens, conjugated"	IU5QR144QX	10-03-13	NDA	22-247		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22247		
2013	ADEMPAS	RIOCIGUAT	RU3FE2Y4XI	10-08-13	NDA	204-819		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204819		
2013	OPSUMIT	MACITENTAN	Z9K9Y9WMVL	10-18-13	NDA	204-410		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204410		
2013	VIZAMYL	FLUTEMETAMOL F-18	L49M066S0O	10-25-13	NDA	203-137		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203137		
2013	APTIOM	eslicarbazepine acetate	BEA68ZVB2K	11-08-13	NDA	22-416		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22416		
2013	IMBRUVICA	ibrutinib	1X70OSD4VX	11-13-13	NDA	205-552		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205552		
2013	LUZU	luliconazole	RE91AN4S8G	11-14-13	NDA	204-153		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204153		
2013	OLYSIO	simeprevir sodium	16U7H60184	11-22-13	NDA	205-123		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205123		
2013	SOVALDI	sofosbuvir	WJ6CA3ZU8B	12-06-13	NDA	204-671		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204671		
2013	ANORO ELLIPTA	umeclidinium bromide	7AN603V4JV	12-18-13	NDA	203-975		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203975		
2013	ANORO ELLIPTA	ilanterol trifenatate	40AHO2C6DG	12-18-13	NDA	203-975		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203975		
2014	FARXIGA	DAPAGLIFLOZIN	887K2391VH	01-08-14	NDA	202-293		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202293		
2014	HETLIOZ	TASIMELTEON	SHS4PU80D9	01-31-14	NDA	205-677		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205677		
2014	NORTHERA	DROXIDOPA	J7A92W69L7	02-18-14	NDA	203-202		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203202		
2014	NEURACEQ	FLORBETABEN F-18	TLA7312TOI	03-19-14	NDA	204-677		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204677		
2014	IMPAVIDO	MILTEFOSINE	53EY29W7EC	03-19-14	NDA	204-684		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204684		
2014	OTEZLA	APREMILAST	UP7QBP99PN	03-21-14	NDA	205-437		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205437		
2014	ZYKADIA	CERITINIB	K418KG2GET	04-29-14	NDA	205-755		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205755		
2014	ZONTIVITY	vorapaxar sulfate	IN66038E6C	05-08-14	NDA	204-886		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204886		
2014	DALVANCE	dalbavancin hydrochloride	33WDQ7T81E	05-23-14	NDA	21-883		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21883		
2014	JUBLIA	EFINACONAZOLE	J82SB7FXWB	06-06-14	NDA	203-567		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203567		
2014	SIVEXTRO	tedizolid phosphate	O7DRJ6R4DW	06-20-14	NDA	205-435		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205435		
