Cat No	Product Name	Cas Number	SMILES	Primary Action	Biological Description	References	Product Type	Public Caveats	URL	Previous Order	UK Controlled	USA Controlled	Date Added
2957	Org 27569	[868273-06-7]	CCC2=C(C(NCCC3=CC=C(N4CCCCC4)C=C3)=O)NC1=CC=C(Cl)C=C12	Potent allosteric CB1 modulator	Potent CB1 receptor allosteric modulator (pEC50 = 8.24). Significantly increases binding of the CB1 agonist [3H]CP 55.940 (pKb = 5.67) and decreases binding of the CB1 inverse agonist [3H]SR 141716A (pKb = 5.95). Inhibits CB1 receptor antagonist efficacy in vitro (pKb = 7.57).	Price et al (2005) Allosteric modulation of the Cannabinoid CB1 receptor. Mol.Pharmacol. 68 1484. PMID:16113085. Ross (2007) Allosterism and the cannabinoid CB1 receptors: the shape of things to come. Trends Pharmacol.Sci. 28 567. PMID:18029031.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5471	SQ1341			Oct-2008
2958	DSP-4	[40616-75-9]	BrC1=CC=CC=C1CN(CC)CCCl.Cl	Adrenergic neurotoxin	Adrenergic neurotoxin. Displays neurotoxic effects on both peripheral and central noradrenergic neurons.	Jaim-Etcheverry and Zieher (1980) DSP-4: a novel compound with neurotoxic effects on noradrenergic neurons of adult and developing rats. Brain Res. 188 513. PMID:7370771. Haidkind et al (2002) Denervation of the locus coeruleus projections by treatment with the selective neurotoxin DSP-4 [N(2-chloroethyl)-N-ethyl-2-bromobenzylamine] reduces dopamine release potential in the nucleus accumbens shell in conscious rats. Neurosci.Letts. 332 79. Kawamura et al (2005) Short and long term analysis of heart rate variations in spontaneous hypertensive rats: effect of DSP-4 administration. Biomed.Pharmacother. 59 S203. PMID:16275495.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5422				Jan-2008
2959	Lercanidipine hydrochloride	[132866-11-6]	CC1=C(C(OC(C)(C)CN(C)CCC(C4=CC=CC=C4)C3=CC=CC=C3)=O)C(C2=CC=CC([N+]([O-])=O)=C2)C(C(OC)=O)=C(C)N1.Cl	Ca2+ channel blocker (L-type)	L-type Ca2+ channel blocker that displays higher vascular selectivity than felodipine (Cat. No. 2960). Causes peripheral vasodilation with only weak negative inotropic activity. Antihypertensive.	"Sironi et al (1996) Antihypertensive effects of lercanidipine in experimental hypertensive rats and dogs. Arzneim.Forsch. 46 152. Bang et al (2003) Lercanidipine. A review of its efficacy in the management of hypertension. Drugs 63 2449. PMID:14609358. Wirtz and Herzig (2004) Molecular mechanisms of vasoselectivity of the 1,4-dihydropyridine lercanidipine. Br.J.Pharmacol. 142 275. PMID:15155536."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5423	SQ1533			Feb-2008
2960	Felodipine	[72509-76-3]	ClC1=C(Cl)C(C2C(C(OC)=O)=C(C)NC(C)=C2C(OCC)=O)=CC=C1	Ca2+ channel blocker (L-type)	"L-type Ca2+ channel blocker that is selective over N-, R-, P/Q- and T-type channels. Displays high vascular selectivity; lowers arterial blood pressure without altering cardiac contractility. Antihypertensive."	Ljung (1990) Vascular selectivity of felodipine: experimental pharmacology. J.Cardiovasc.Pharmacol. 15 S11. PMID:1693715. Furukawa et al (1999) Selectivities of dihydropyridine derivatives in blocking Ca2+ channel subtypes expressed in Xenopus oocytes. J.Pharmacol.Exp.Ther. 291 464. PMID:10525060. Furukawa et al (2005) Differential blocking action of dihydropyridine Ca2+ antagonists on a T-type Ca2+ channel (_1G) expressed in Xenopus oocytes. J.Cardiovasc.Pharmacol. 45 241. PMID:15725949.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5424	SQ1533			Feb-2008
2961	Batimastat	[130370-60-4]	O=[C@]([C@H](CC(C)C)[C@@H]([C@](NO)=O)CSC2=CC=CS2)N[C@H](C(NC)=O)CC1=CC=CC=C1	"Potent, broad spectrum MMP inhibitor"	"Potent, broad spectrum MMP inhibitor (IC50 values are 3, 4, 4, 6 and 20 nM for MMP -1, -2, -9, -7 and -3 respectively). Exhibits antiproliferative, anti-invasive and antimetastatic activity in human ovarian carcinoma xenografts in vivo."	Davies et al (1993) A synthetic matrix metalloproteinase inhibitor decreases tumor burden and prolongs survival of mice bearing human ovarian carcinoma xenografts. Cancer Res. 53 2087. PMID:8347186. Wang et al (1994) Matrix metalloproteinase inhibitor BB-94 (Batimastat) inhibits human colon tumor growth and spread in a patient-like orthotopic model in nude mice. Cancer Res. 54 4726. PMID:8062271. Kohn and Liotta (1995) Molecular insights into cancer invasion: strategies for prevention and intervention. Cancer Res. 55 1856. PMID:7728753.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5425	SQ1533			May-2009
2962	6'-GNTI dihydrochloride		OC1=CC=C2CC([C@@]3(O)[C@@]4(CC5)C2=C1O[C@H]4C(NC6=C7C=CC(NC(N)=N)=C6)=C7C3)N5CC8CC8.Cl.Cl	Selective _/_ opioid heterodimer receptor agonist	"Selective _/_-opioid heterodimer receptor agonist (EC50 = 39.8, 112.5 and > 1000 nM for _/_, _/_ and _/_ respectively) that has no effect on opioid receptor homodimers (EC50 > 1000 nM). Displays tissue-specific analgesic effects in vitro."	Sharma et al (2001) Transformation of a _-opoid receptor antagonist to a _-agonist by transfer of a guanidinium group from the 5' to 6' position of naltrindole. J.Med.Chem. 44 2073. PMID:11405645. Waldhoer et al (2005) A heterodimer-selective agonist shows in vivo relevance of G protein-coupled receptor dimers. Proc.Natl.Acad.Sci.USA 102 9050. Rozenfeld et al (2006) Heterodimers of G protein-coupled receptors as novel and distinct drug targets. Drug Discov.Today Ther.Strateg. 3 437. Rives et al (2012) 6'-guanidinonaltrindole (6'-GNTI) is a G protein-biased _-opioid receptor agonist that inhibits arrestin recruitment. J.Biol.Chem. 287 27050. PMID:22736766.	Small Molecule	Not for sale in the USA.	http://www.tocris.com/dispprod.php?ItemId=5429	SQ1341			Nov-2013
2963	MMPIP hydrochloride	[479077-02-6]	O=C1N(C)C(C3=CC=C(OC)C=C3)=CC2=C1C(C4=CC=NC=C4)=NO2.Cl	"Potent, allosteric mGlu7-selective antagonist"	"Potent allosteric mGlu7-selective receptor antagonist. Inhibits agonist-induced intracellular calcium mobilization and cAMP accumulation (IC50 values are 26 and 610 nM). Displays intrinsic activity; increases forskolin-induced cAMP accumulation in the absence of an agonist (IC50 = 15 nM), indicating inverse agonist activity."	Suzuki et al (2007) In vitro pharmacological characterization of novel isoxazolopyridone derivatives as allosteric metabotropic glutamate receptor 7 antagonists. J.Pharmacol.Exp.Ther. 323 147. PMID:17609420.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5430	SQ1341			Mar-2008
2964	Doxazosin mesylate	[77883-43-3]	NC2=NC(N3CCN(C(C4COC(C=CC=C5)=C5O4)=O)CC3)=NC1=CC(OC)=C(OC)C=C12.CS(=O)(O)=O	_1 antagonist	"Selective _1-adrenoceptor antagonist (pKi values are 9.0, 8.5 and 8.4 for human _1B, _1A and _1D receptors respectively). Displays antihypertensive activity."	Alabaster and Davey (1986) The _1-adrenoceptor antagonist profile of doxazosin: preclinical pharmacology. Br.J.Clin.Pharmacol. 21 9S. PMID:2871857. Kenny et al (1996) Evaluation of the pharmacological selectivity profile of _1 adrenoceptor antagonists at prostatic _1 adrenoceptors: binding functional and in vivo studies. Br.J.Pharmacol. 118 871. PMID:8799556. Ma et al (2006) Chiral selective effects of doxazosin enantiomers on blood pressure and urinaruy bladder pressure in anesthetized rats. Acta Pharmacol.Sinica 27 1423.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5431	SQ1533			Feb-2008
2966	CGP 3466B maleate	[200189-97-5]	O=C(O)/C=C\C(O)=O.CN(CC#C)CC2=CC1=CC=CC=C1OC3=C2C=CC=C3	GAPDH inhibitor. Neuroprotective	Orally active glyceraldehyde-3-phosphate dehydrogenase (GAPDH) inhibitor. Exhibits antiapoptotic activity via inhibition of GAPDH nuclear translocation and mitochondrial complex 1-dependent H2O2 release. Displays neuroprotective activity in vivo.	Sagot et al (2000) An orally active anti-apoptotic molecule (CGP 3466B) preserves mitochondria and enhances survival in an animal model of motoneuron disease. Br.J.Pharmacol. 131 721. PMID:11030721. Andringa et al (2003) TCH346 prevents motor symptoms and loss of striatal FDOPA uptake in bilaterally MPTP-treated primates. Neurobiol.Dis. 14 205. PMID:14572443. Zoccarato et al (2008) Clorgyline and other propargylamine derivatives as inhibitors of succinate-dependent H2O2 release at NADH:UBIQUINONE oxidoreductase (Complex I) in brain mitochondria. J.Bioenerg.Biomembr. 40 289. PMID:18763029.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5434	SQ1533			May-2010
2967	Phenserine	[101246-66-6]	O=C(OC2=CC=C(N(C)[C@]4([H])[C@](C)3CCN4C)C3=C2)NC1=CC=CC=C1	Cholinesterase inhibitor	Physostigmine analog that inhibits acetylcholinesterase. Inhibits production of amyloid precursor protein (APP) and A_. Improves morris water maze performance of scopolamine-treated rats.	"Janas et al (2005) The cholinesterase inhibitor, phenserine, improves morris water maze performance of scopolamine-treated rats. Life Sci. 76 1073. PMID:15620572. Utsuki et al (2006) Identification of novel small molecule inhibitors of amyloid precursor protein synthesis as a route to lower Alzheimer's disease amyloid-_ peptide. J.Pharmacol.Exp.Ther. 318 855. PMID:16690718. Klein (2007) Phenserine. Expert Opin.Investig.Drugs 16 1087. PMID:17594192."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5436	SQ1341			Apr-2008
2968	Spironolactone	[52-01-7]	O=C1CC[C@@]2(C)C(C[C@@H](SC(C)=O)[C@]3([H])[C@@]([H])2CC[C@@]4(C)[C@]([H])3CC[C@@]54OC(CC5)=O)=C1	Mineralocorticoid receptor antagonist	Competitive mineralocorticoid (aldosterone) receptor antagonist that exhibits antihypertensive activity in vivo. Also displays antiandrogen activity and inhibits steroid hormone biosynthesis.	Delyani et al (2000) Mineralocorticoid receptor antagonists: the evolution of utility and pharmacology. Kidney Int. 57 1408. PMID:10760075. Struthers et al (2008) A comparison of the aldosterone-blocking agents eplernone and spironolactone. Clin.Cardiol. 31 153. PMID:18404673. Ye et al (2009) Contrasting effects of eplerenone and spironolactone on adrenal cell steroidogenesis. Horm.Metab.Res. 41 35. PMID:18819053.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5437	SQ1070			Feb-2008
2969	SR 12813	[126411-39-0]	OC1=C(C(C)(C)C)C=C(/C=C(P(OCC)(OCC)=O)/P(OCC)(OCC)=O)C=C1C(C)(C)C	Pregnane X receptor agonist	Pregnane X receptor (PXR) agonist (EC50 values are 200 and 700 nM for human and rabbit PXR respectively). Activates the farnesoid X receptor (FXR) at _M concentrations. Displays hypocholesterolaemic activity via enchanced degradation of HMG-CoA reductase.	"Berkhout et al (1996) The novel cholesterol-lowering drug SR-12813 inhibits cholesterol synthesis via an increased degradation of 3-hydroxy-3-methylglutaryl-coenzyme A reductase J.Biol.Chem. 271 14376. PMID:8662919. Jones et al (2000) The pregnane X receptor: a promiscuous xenobiotic receptor that has diverged during evolution. Mol.Pharmacol. 14 27. Lemaire et al (2007) Discovery of a highly active ligand of human pregnane X receptor: a case study from pharmacophore modeling and virtual screening to ""in vivo"" biological activity. Mol.Pharmacol. 72 572. PMID:17573484."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5438	SQ1341			Oct-2008
2970	RU 26752	[76676-33-0]	O=C1CC[C@@]2(C)C(C[C@@H](CCC)[C@]3([H])[C@@]([H])2CC[C@@]4(C)[C@]([H])3CC[C@@]54OC(CC5)=O)=C1	Mineralocorticoid receptor antagonist	Mineralocorticoid receptor antagonist. Prevents aldosterone-induced hypertension in rats.	Lazar and Agarwal (1986) Evidence for an antagonist specific receptor that does not bind mineralocorticoid agonists. Biochem.Biophy.Res.Comms. 134 261. Kalimi et al (1990) Effects of antimineralocorticoid RU 26752 on steroid-induced hypertension in rats. Am.J.Physiol. 258 E737. PMID:2333987. Huyet et al (2007) Structural basis of spirolactone recognition by the mineralocorticoid receptor. Mol.Pharmacol. 72 563. PMID:17569793.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5454				May-2008
2972	A 438079 hydrochloride	[899431-18-6]	ClC1=C(C2=NN=NN2CC3=CN=CC=C3)C=CC=C1Cl.Cl	Competitive P2X7 antagonist	Competitive P2X7 receptor antagonist (pIC50 = 6.9 for the inhibition of Ca2+ influx in the human recombinant P2X7 cell line). Devoid of activity at other P2 receptors (IC50 >> 10 _M). Possesses antinociceptive activity in models of neuropathic pain in vivo.	"Nelson et al (2006) Structure-activity relationship studies on a series of novel, substituted 1-benzyl-5-phenyltetrazole P2X7 antagonists. J.Med.Chem. 49 3659. PMID:16759108. Donnelly-Roberts and Jarvis (2007) Discovery of P2X7 receptor-selective antagonists offers new insights into P2X7 receptor function and indicates a role in chronic pain states. Br.J.Pharmacol. 151 571. PMID:17471177. McGaraughty et al (2007) P2X7-related modulation of pathological nociception in rats. Neuroscience 146 1817. PMID:17478048."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5439	SQ1533			Feb-2008
2973	Piracetam	[7491-74-9]	O=C1CCCN1CC(N)=O	Nootropic; modulates Na+-flux at AMPA receptors	Nootropic that displays cognitive enhancing properties. Proposed to enhance neurotransmission via modulation of ion flux; potentiates Na+ influx through AMPA receptors. Facilitates efficiency of cholinergic neurotransmission at muscarinic receptors.	Vernon and Sorkin (1991) Piracetam. An overview of its pharmacological properties and a review of its therapeutic use in senile cognitive disorders. Drugs Aging. 1 17. PMID:1794001. Gouliaev and Senning (1994) Piracetam and other structurally related nootropics. Brain Res.Brain Res.Rev. 19 180. PMID:8061686. Winbald (2005) Piracetam: a review of pharmacological properties and clinical uses. CNS Drug Rev. 11 169. PMID:16007238.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5440	SQ1533			Feb-2008
2974	CCG 2046	[13017-69-1]	CC1(CCC)C(C#N)(C#N)C(C#N)1C#N	Inhibitor of regulator of G-protein signaling 4 (RGS4)	Inhibitor of regulator of G-protein signaling 4 (RGS4). Reduces the RGS4-G_o protein-protein interaction signal.	Roman et al (2007) Identification of small-molecule inhibitors of RGS4 using a high-throughput flow cytometry protein interaction assay. Mol.Pharmacol. 71 169. PMID:17012620.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=88279				Jul-2008
2975	Sarcosine	[107-97-1]	OC(CNC)=O	GlyT1 inhibitor	Endogenous inhibitor of GlyT1 that displays antipsychotic activity. Potentiates the action of glycine on the NMDA glycine binding site.	"Tsai et al (2004) Glycine transporter I inhibitor, N-methylglycine (Sarcosine), added to antipsychotics for the treatment of schizophrenia. Biol.Psychiatry 55 452. PMID:15023571. Singh and Singh (2011) Meta-analysis of the efficacy of adjunctive NMDA receptor modulators in chronic schizophrenia. CNS Drugs. 25 859. PMID:21936588."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5441				Feb-2008
2976	A 803467	[944261-79-4]	ClC(C=C2)=CC=C2C1=CC=C(C(NC3=CC(OC)=CC(OC)=C3)=O)O1	Selective NaV1.8 channel blocker	"Selective blocker of NaV1.8 channels (IC50 values are 8, 2450, 6740, 7340 and 7380 nM for hNaV1.8, hNaV1.3, hNaV1.7, hNaV1.5 and hNaV1.2 channels respectively). Shows no significant activity against TRPV1, P2X2/3, CaV2.2 and KCNQ2/3 channels. Antinociceptive; potently attenuates mechanical allodynia in two models of neuropathic pain following i.p. administration."	"Rush and Cummins (2007) Painful research: identification of a small-molecule inhibitor that selectively targets NaV1.8 sodium channels. Mol.Interv. 7 192. PMID:17827438. Jarvis et al (2007) A-803467, a potent and selective NaV1.8 sodium channel blocker, attenuates neuropathic and inflammatory pain in the rat. Proc.Natl.Acad.Sci. 104 8520. McGaraughty et al (2008) A selective NaV1.8 sodium channel blocker, A-803467 [5-(4-chlorophenyl-N-(3,5-dimethoxyphenyl)furan-2-carboxamide], attenuates spinal neuronal activity in neuropathic rats. J.Pharmacol.Exp.Ther. 324 1204. PMID:18089840. Kort et al (2008) Discovery and biological evaluation of 5-Aryl-2-furfuramides, potent and selective blockers of the Nav1.8 sodium channel with efficacy in models of neuropathic and inflammatory pain. J.Med.Chem. 51 407. PMID:18176998."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5472	SQ1533			Apr-2008
2977	GW 843682X	[660868-91-7]	O=C(N)C(S3)=C(OCC4=CC=CC=C4C(F)(F)F)C=C3N2C1=CC(OC)=C(OC)C=C1N=C2	Selective inhibitor of PLK1 and PLK3	Selective inhibitor of polo-like kinase 1 (PLK1) and polo-like kinase 3 (PLK3) (IC50 values are 2.2 and 9.1 nM respectively). Displays > 100-fold selectivity over ~30 other kinases tested including cdk1 and cdk2. Inhibits proliferation of most tumor cells in vitro and is selective over normal diploid fibroblasts.	Lansing et al (2007) In vitro biological activity of a novel small-molecule inhibitor of polo-like kinase 1. Mol.Cancer Ther. 6 450. PMID:17267659.	Small Molecule	Sold for research purposes under agreement from GlaxoSmithKline	http://www.tocris.com/dispprod.php?ItemId=5442	SQ1533			Feb-2008
2978	PYR 41	[418805-02-4]	CCOC(=O)C1=CC=C(C=C1)N1NC(=O)C(=CC2=CC=C(O2)[N+]([O-])=O)C1=O	Ubiquitin-activating enzyme (E1) inhibitor	"Cell-permeable, irreversible ubiquitin-activating enzyme (E1) inhibitor (IC50 < 10 _M). Blocks ubiquitylation and prevents ubiquitin-mediated proteasomal degradation. Inhibits NF-_B activation, blocks degradation of p53, increases p21 levels and induces apoptosis in vitro. Also causes an increase in sumoylation of proteins."	"Yang et al (2007) Inhibitors of ubiquitin-activating enzyme (E1), a new class of potential cancer therapeutics. Cancer Res. 67 9472. PMID:17909057. Mi et al (2009) Cancer preventative isothiocyanates induce selective degradation of cellular _- and _-tubulins by proteasomes. J.Biol.Chem. 284 17039. PMID:19339240. Brahemi et al (2010) Homology modelling of human E1 ubiquitin activating enzyme. Lett.Drug Des.Discov. 7 57. PMID:20396627."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5443	SQ1070			Jun-2011
2979	TCS PIM-1 1	[491871-58-0]	OC1=C(C2=CC(C3=CC=CC=C3)=C(C#N)C(N2)=O)C=C(Br)C=C1	"Selective, ATP-competitive Pim-1 kinase inhibitor"	"ATP-competitive Pim-1 kinase inhibitor that displays selectivity over Pim-2 and MEK1/2 (IC50 values are 50, > 20000 and > 20000 nM for Pim-1, Pim-2 and MEK1/2 respectively)."	Cheney et al (2007) Identification and structure-activity relationships of substituted pyridones as inhibitors of Pim-1 kinase. Bioorg.Med.Chem.Letts. 17 1679. PMID:17251021.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=5444	SQ1070			Jan-2009
